subid,jp_id,point,lat,lon,location,location_original,,,0,,A,B,RND_A,RND_B,,,,,
1166,,POINT(-9391957.331656653 4811765.8438282395),39.6261682,-84.3693882,"Germantown, Ohio",,,,0,,-9391957.332,4811765.844,0.314214657,0.004629428,,,,,
1167,,POINT(-9394276.227969043 4772698.943732328),39.3553358,-84.3902192,"Maud, Ohio",,,,0,,-9394276.228,4772698.944,0.315945854,0.28802285,,,,,
1168,,POINT(-9373434.213669194 4784223.139016268),39.4353373,-84.2029922,"Lebanon, Ohio",,,,0,,-9373434.214,4784223.139,0.924048673,0.981930953,,,,,
1169,,POINT(-9364807.042189509 4825264.65100281),39.7195037,-84.125493,"Shakertown, Ohio",,,,0,,-9364807.042,4825264.651,0.904209038,0.340880305,,,,,
1170,jp_cite_00218,,,,,,,,0,,,,0.453996913,0.158487116,,,,,
1171,,POINT(11724030.287269026 8747149.047572464),61.52401,105.318756,Russia,,"""POINT(11724030.287269026 8747149.047572464)"",""POINT(-9069403.596813248 3932518.540523749)"",""POINT(-8897883.916916484 3865672.1894900817)"",""POINT(-9129368.745959409 3958322.850127866)"",""POINT(-9027992.245306205 3774281.6441470133)"",""POINT(-9047008.553165607 3942910.085619087)""}",,0,,11724030.29,8747149.048,0.581859017,0.961207247,,,,,
1172,,POINT(-9069403.596813248 3932518.540523749),33.279925,-81.4718387,"Barnwell County, South Carolina",,,,0,,-9069403.597,3932518.541,0.781036392,0.367220487,,,,,
1173,,POINT(-8897883.916916484 3865672.1894900817),32.7764749,-79.9310512,"Charleston, South Carolina",,,,0,,-8897883.917,3865672.189,0.105126241,0.379285727,,,,,
1174,,POINT(-9129368.745959409 3958322.850127866),33.4734978,-82.0105148,"Augusta, Georgia",,,,0,,-9129368.746,3958322.85,0.165816557,0.145700863,,,,,
1175,,POINT(-9027992.245306205 3774281.6441470133),32.0835407,-81.0998342,"Savannah, Georgia",,,,0,,-9027992.245,3774281.644,0.5615112,0.565577652,,,,,
1176,,POINT(-9047008.553165607 3942910.085619087),33.3579297,-81.2706606,"Blackville, South Carolina",,,,0,,-9047008.553,3942910.086,0.263930386,0.918833065,,,,,
1177,jp_cite_00219,,,,,,"""POINT(-10654710.28698895 4451692.554190846)"",""POINT(1163458.5521707046 6650655.040248428)""}",,0,,,,0.009798073,0.205228822,,,,,
1178,,POINT(-10654710.28698895 4451692.554190846),37.09024,-95.712891,United States of America,,,,0,,-10654710.29,4451692.554,0.08849405,0.09918742,,,,,
1179,,POINT(1163458.5521707046 6650655.040248428),51.165691,10.451526,Germany,,,,0,,1163458.552,6650655.04,0.358723509,0.057056731,,,,,
1180,jp_cite_00220,,,,,,"""POINT(-8897883.916916484 3865672.1894900817)"",""POINT(2217745.422950647 4811594.665038102)"",""POINT(-473308.8788059002 7531436.417041781)"",""POINT(2050956.4540576176 -4018718.156683889)""}",,0,,,,0.744469281,0.94796561,,,,,
1181,,POINT(-8897883.916916484 3865672.1894900817),32.7764749,-79.9310512,"Charleston, South Carolina",,,,0,,-8897883.917,3865672.189,0.157703058,0.300298377,,,,,
1182,,POINT(2217745.422950647 4811594.665038102),39.6249838,19.9223461,"Corfu, Greece",,,,0,,2217745.423,4811594.665,0.862359488,0.291295532,,,,,
1183,,POINT(-473308.8788059002 7531436.417041781),55.864237,-4.251806,"Glasgow, Scotland",,,,0,,-473308.8788,7531436.417,0.485095926,0.356963248,,,,,
1184,,POINT(2050956.4540576176 -4018718.156683889),-33.9248685,18.4240553,"Cape Town, South Africa",,,,0,,2050956.454,-4018718.157,0.159413694,0.319564604,,,,,
1185,jp_cite_00221,,,,,,POINT(-13293543.42450309 4408244.133335477),,0,,,,0.799471798,0.476225904,,,,,
1186,,POINT(-13293543.42450309 4408244.133335477),36.778261,-119.4179324,California,,,,0,,-13293543.42,4408244.133,0.209310521,0.764768219,,,,,
1187,jp_cite_00222,,,,,,"""POINT(-8238303.700046114 4970069.184605361)"",""POINT(-8367354.181578875 4859054.290881913)"",""POINT(-8528429.900246715 4763352.471949581)"",""POINT(-9754904.512583427 5142738.901800851)"",""POINT(-9407834.986473575 4736453.151296119)""}",,0,,,,0.553201263,0.594154895,,,,,
1188,,POINT(-8238303.700046114 4970069.184605361),40.7127837,-74.0059413,"New York, New York",,,,0,,-8238303.7,4970069.185,0.332886019,0.95027745,,,,,
1189,,POINT(-8367354.181578875 4859054.290881913),39.9525839,-75.1652215,"Philadelphia, Pennsylvania",,,,0,,-8367354.182,4859054.291,0.346419024,0.036927354,,,,,
1190,,POINT(-8528429.900246715 4763352.471949581),39.2903848,-76.6121893,"Baltimore, Maryland",,,,0,,-8528429.9,4763352.472,0.142265289,0.116127304,,,,,
1191,,POINT(-9754904.512583427 5142738.901800851),41.8781136,-87.6297982,"Chicago, Illinois",,,,0,,-9754904.513,5142738.902,0.046283011,0.010887443,,,,,
1192,,POINT(-9407834.986473575 4736453.151296119),39.1031182,-84.5120196,"Cincinnati, Ohio",,,,0,,-9407834.986,4736453.151,0.80920899,0.358034216,,,,,
1193,jp_cite_00223,,,,,,POINT(246433.41138981478 5816903.7126172995),,0,,,,0.666662382,0.240994283,,,,,
1194,,POINT(246433.41138981478 5816903.7126172995),46.227638,2.213749,France,,,,0,,246433.4114,5816903.713,0.941218846,0.154346724,,,,,
1195,jp_cite_00224,,,,,,"""POINT(-10654710.28698895 4451692.554190846)"",""POINT(1163458.5521707046 6650655.040248428)"",""POINT(4225548.653769276 6801122.66144857)""}",,0,,,,0.904067522,0.058679455,,,,,
1196,,POINT(-10654710.28698895 4451692.554190846),37.09024,-95.712891,United States of America,,,,0,,-10654710.29,4451692.554,0.35117429,0.870670185,,,,,
1197,,POINT(1163458.5521707046 6650655.040248428),51.165691,10.451526,Germany,,,,0,,1163458.552,6650655.04,0.192882655,0.429555763,,,,,
1198,,POINT(4225548.653769276 6801122.66144857),52.0055148,37.9587494,Eastern Europe,,,,0,,4225548.654,6801122.661,0.56576278,0.090303259,,,,,
1199,jp_cite_00225,,,,,,"""POINT(2131226.7903913013 6785571.89784786)"",""POINT(-8785553.489315156 4913537.57113798)"",""POINT(-9754904.512583427 5142738.901800851)"",""POINT(-10616517.883273086 3472791.950911668)""}",,0,,,,0.476178551,0.24264851,,,,,
1200,,POINT(2131226.7903913013 6785571.89784786),51.919438,19.145136,Poland,,,,0,,2131226.79,6785571.898,0.278222553,0.852097831,,,,,
1201,,POINT(-8785553.489315156 4913537.57113798),40.3267407,-78.9219698,"Johnstown, Pennsylvania",,,,0,,-8785553.489,4913537.571,0.373406218,0.051793734,,,,,
1202,,POINT(-9754904.512583427 5142738.901800851),41.8781136,-87.6297982,"Chicago, Illinois",,,,0,,-9754904.513,5142738.902,0.318617678,0.180020292,,,,,
1203,,POINT(-10616517.883273086 3472791.950911668),29.7604267,-95.3698028,"Houston, Texas",,,,0,,-10616517.88,3472791.951,0.109331507,0.314835846,,,,,
1204,jp_cite_00226,,,,,,"""POINT(1163458.5521707046 6650655.040248428)"",""POINT(-11792941.838798575 4257634.685905389)""}",,0,,,,0.454973089,0.306762199,,,,,
1205,,POINT(1163458.5521707046 6650655.040248428),51.165691,10.451526,Germany,,,,0,,1163458.552,6650655.04,0.892395286,0.836389645,,,,,
1206,,POINT(-11792941.838798575 4257634.685905389),35.6869752,-105.937799,"Santa Fe, New Mexico",,,,0,,-11792941.84,4257634.686,0.412203037,0.005358934,,,,,
1207,jp_cite_00227,,,,,,"""POINT(-696894.4879151827 7047966.378955979)"",""POINT(-960742.586858884 6921825.217678591)""}",,0,,,,0.981171405,0.737951318,,,,,
1208,,POINT(-696894.4879151827 7047966.378955979),53.3498053,-6.2603097,"Dublin, Ireland",,,,0,,-696894.4879,7047966.379,0.55314187,0.90384556,,,,,
1209,,POINT(-960742.586858884 6921825.217678591),52.6680204,-8.6304975,"Limerick, Ireland",,,,0,,-960742.5869,6921825.218,0.260917184,0.812380888,,,,,
1210,jp_cite_00228,,,,,,"""POINT(-8238303.700046114 4970069.184605361)"",""POINT(-8593255.180436589 5042377.967342213)"",""POINT(-9229178.71421059 4926767.889867661)""}",,0,,,,0.433388145,0.180370502,,,,,
1211,,POINT(-8238303.700046114 4970069.184605361),40.7127837,-74.0059413,New York,,,,0,,-8238303.7,4970069.185,0.986505291,0.553332728,,,,,
1212,,POINT(-8593255.180436589 5042377.967342213),41.2033216,-77.1945247,Pennsylvania,,,,0,,-8593255.18,5042377.967,0.757744141,0.656038183,,,,,
1213,,POINT(-9229178.71421059 4926767.889867661),40.4172871,-82.907123,Ohio,,,,0,,-9229178.714,4926767.89,0.103323188,0.913918,,,,,
1214,jp_cite_00229,,,,,,"""POINT(-10327143.98019116 5702261.7600041125)"",""POINT(-10505158.495589811 5777233.788053429)""}",,0,,,,0.965494335,0.091862322,,,,,
1215,,POINT(-10327143.98019116 5702261.7600041125),45.5105708,-92.7703128,"Amador, Minnesota",,,,0,,-10327143.98,5702261.76,0.023246504,0.552422643,,,,,
1216,,POINT(-10505158.495589811 5777233.788053429),45.9805556,-94.3694444,"Little Falls, Minnesota",,,,0,,-10505158.5,5777233.788,0.704352546,0.957823735,,,,,
1217,jp_cite_00230,,,,,,"""POINT(2829518.9279090464 7405955.849117901)"",""POINT(-10271962.084848383 6074553.586677576)"",""POINT(-10267930.337795291 6076278.503563736)"",""POINT(-10226597.377473654 6090772.022308962)""}",,0,,,,0.102759603,0.575809269,,,,,
1218,,POINT(2829518.9279090464 7405955.849117901),55.2265309,25.418001,"Moletai, Lithuania","Mol?tai, Lithuania",,,0,,2829518.928,7405955.849,0.39008639,0.884911175,,,,,
1219,,POINT(-10271962.084848383 6074553.586677576),47.8054749,-92.2746054,"Tower, Minnesota",,,,0,,-10271962.08,6074553.587,0.207025746,0.349815205,,,,,
1220,,POINT(-10267930.337795291 6076278.503563736),47.8158812,-92.2383876,"Sudan, Minnesota",,,,0,,-10267930.34,6076278.504,0.51111851,0.51380401,,,,,
1221,,POINT(-10226597.377473654 6090772.022308962),47.9032372,-91.8670873,"Ely, Minnesota",,,,0,,-10226597.38,6090772.022,0.872882629,0.648083002,,,,,
1222,jp_cite_00231,,,,,,"""POINT(11724030.287269026 8747149.047572464)"",""POINT(-10380958.037291003 5721275.374434709)"",""POINT(-10377859.704168083 5711019.50623658)"",""POINT(-10421939.383869069 5767992.933370426)"",""POINT(-10417459.152851531 5711701.593316107)"",""POINT(-10283846.186329499 5464696.15201713)"",""POINT(-10292928.509811128 5469064.100832571)"",""POINT(-10469881.415754028 5777889.311798219)"",""POINT(-10482203.971313471 5709790.402167971)"",""POINT(-10505158.495589811 5777233.788053429)""}",,0,,,,0.861882721,0.537363118,,,,,
1223,,POINT(11724030.287269026 8747149.047572464),61.52401,105.318756,Russia,,,,0,,11724030.29,8747149.048,0.789844975,0.224992228,,,,,
1224,,POINT(-10380958.037291003 5721275.374434709),45.6301379,-93.2537327,"Isanti County, Minnesota",,,,0,,-10380958.04,5721275.374,0.144882321,0.313833736,,,,,
1225,,POINT(-10377859.704168083 5711019.50623658),45.5656755,-93.2258999,"Cambridge, Minnesota",,,,0,,-10377859.7,5711019.506,0.813829896,0.185144066,,,,,
1226,,POINT(-10421939.383869069 5767992.933370426),45.9228403,-93.6218744,"Mille Lacs County, Minnesota",,,,0,,-10421939.38,5767992.933,0.910465848,0.561740776,,,,,
1227,,POINT(-10417459.152851531 5711701.593316107),45.569965,-93.5816278,"Princeton, Minnesota",,,,0,,-10417459.15,5711701.593,0.527480875,0.373329978,,,,,
1228,,POINT(-10283846.186329499 5464696.15201713),43.995179,-92.3813621,"Olmstead County, Minnesota",,,,0,,-10283846.19,5464696.152,0.132845118,0.878652292,,,,,
1229,,POINT(-10292928.509811128 5469064.100832571),44.0234,-92.46295,"Rochester, Minnesota",,,,0,,-10292928.51,5469064.101,0.007916129,0.291704916,,,,,
1230,,POINT(-10469881.415754028 5777889.311798219),45.9846475,-94.052545,"Morrison County, Minnesota",,,,0,,-10469881.42,5777889.312,0.111368818,0.843722268,,,,,
1231,,POINT(-10482203.971313471 5709790.402167971),45.5579451,-94.1632404,"Saint Cloud, Minnesota",,,,0,,-10482203.97,5709790.402,0.664969325,0.548240972,,,,,
1232,,POINT(-10505158.495589811 5777233.788053429),45.9805556,-94.3694444,"Little Falls, Minnesota",,,,0,,-10505158.5,5777233.788,0.703650848,0.464115642,,,,,
1233,jp_cite_00232,,,,,,POINT(-10813296.334113596 6428933.081872529),,0,,,,0.684554429,0.868892389,,,,,
1234,,POINT(-10813296.334113596 6428933.081872529),49.8997541,-97.1374937,"Winnipeg, Manitoba",,,,0,,-10813296.33,6428933.082,0.678851775,0.009047147,,,,,
1235,jp_cite_00233,,,,,,"""POINT(-10813296.334113596 6428933.081872529)"",""POINT(-10858758.023028689 6430423.772842834)"",""POINT(3469336.4953940953 6170212.710581609)"",""POINT(828397.8053716389 6159952.749614191)""}",,0,,,,0.399356849,0.122595976,,,,,
1236,,POINT(-10813296.334113596 6428933.081872529),49.8997541,-97.1374937,"Winnipeg, Manitoba",,,,0,,-10813296.33,6428933.082,0.528634195,0.244285449,,,,,
1237,,POINT(-10858758.023028689 6430423.772842834),49.9083789,-97.545883,"Saint Francis Xavier, Manitoba",,,,0,,-10858758.02,6430423.773,0.680096696,0.069601446,,,,,
1238,,POINT(3469336.4953940953 6170212.710581609),48.379433,31.16558,Ukraine,,,,0,,3469336.495,6170212.711,0.047511455,0.727980212,,,,,
1239,,POINT(828397.8053716389 6159952.749614191),48.3181795,7.4416241,"Alsace, France",,,,0,,828397.8054,6159952.75,0.944268252,0.238965603,,,,,
1240,jp_cite_00234,,,,,,"""POINT(1163458.5521707046 6650655.040248428)"",""POINT(-10813296.334113596 6428933.081872529)""}",,0,,,,0.380914181,0.456889294,,,,,
1241,,POINT(1163458.5521707046 6650655.040248428),51.165691,10.451526,Germany,,,,0,,1163458.552,6650655.04,0.256456096,0.909164144,,,,,
1242,,POINT(-10813296.334113596 6428933.081872529),49.8997541,-97.1374937,"Winnipeg, Manitoba",,,,0,,-10813296.33,6428933.082,0.221346615,0.191437821,,,,,
1243,jp_cite_00235,,,,,,"""POINT(-10472935.79994199 8127862.232054787)"",""POINT(1492232.6531795352 6894701.007763032)"",""POINT(-130724.67101431279 6864664.653290115)"",""POINT(828397.8053716389 6159952.749614191)"",""POINT(11724030.287269026 8747149.047572464)""}",,0,,,,0.334734121,0.279030387,,,,,
1244,,POINT(-10472935.79994199 8127862.232054787),58.756127,-94.079983,"Prince of Wales' Fort, Canada",,,,0,,-10472935.8,8127862.232,0.929423829,0.515274735,,,,,
1245,,POINT(1492232.6531795352 6894701.007763032),52.5200066,13.404954,"Berlin, Germany",,,,0,,1492232.653,6894701.008,0.381961077,0.256863463,,,,,
1246,,POINT(-130724.67101431279 6864664.653290115),52.3555177,-1.1743197,England,,,,0,,-130724.671,6864664.653,0.384173127,0.615161819,,,,,
1247,,POINT(828397.8053716389 6159952.749614191),48.3181795,7.4416241,"Alsace, France",,,,0,,828397.8054,6159952.75,0.619317658,0.634091248,,,,,
1248,,POINT(11724030.287269026 8747149.047572464),61.52401,105.318756,Russia,,,,0,,11724030.29,8747149.048,0.685330752,0.381846287,,,,,
1249,jp_cite_00236,,,,,,"""POINT(2354088.1103657875 6692842.423605467)"",""POINT(-7820787.103614823 5413202.6274568075)""}",,0,,,,0.073622695,0.976437049,,,,,
1250,,POINT(2354088.1103657875 6692842.423605467),51.4027236,21.1471333,"Radom, Poland",,,,0,,2354088.11,6692842.424,0.506114422,0.628716332,,,,,
1251,,POINT(-7820787.103614823 5413202.6274568075),43.661471,-70.2553259,"Portland, Maine",,,,0,,-7820787.104,5413202.627,0.547072094,0.903804345,,,,,
1252,jp_cite_00237,,,,,,"""POINT(828397.8053716389 6159952.749614191)"",""POINT(-9394027.228532074 3995147.831181809)""}",,0,,,,0.827348749,0.041475652,,,,,
1253,,POINT(828397.8053716389 6159952.749614191),48.3181795,7.4416241,"Alsace, France",,,,0,,828397.8054,6159952.75,0.097092495,0.866833879,,,,,
1254,,POINT(-9394027.228532074 3995147.831181809),33.7489954,-84.3879824,"Atlanta, Georgia",Southern United States,,,0,,-9394027.229,3995147.831,0.221414092,0.859753431,,,,,
1255,jp_cite_00238,,,,,,POINT(-9394027.228532074 3995147.831181809),,0,,,,0.556171049,0.378277192,,,,,
1256,,POINT(-9394027.228532074 3995147.831181809),33.7489954,-84.3879824,"Atlanta, Georgia",Southern United States,,,0,,-9394027.229,3995147.831,0.907345381,0.787321339,,,,,
1257,jp_cite_00239,,,,,,"""POINT(-9394027.228532074 3995147.831181809)"",""POINT(828397.8053716389 6159952.749614191)""}",,0,,,,0.104445362,0.88310207,,,,,
1258,,POINT(-9394027.228532074 3995147.831181809),33.7489954,-84.3879824,"Atlanta, Georgia",Southern United States,,,0,,-9394027.229,3995147.831,0.20785379,0.996860037,,,,,
1259,,POINT(828397.8053716389 6159952.749614191),48.3181795,7.4416241,"Alsace, France",,,,0,,828397.8054,6159952.75,0.427897319,0.640450958,,,,,
1260,jp_cite_00240,,,,,,"""POINT(-9909430.99391424 3917229.9830527436)"",""POINT(-9913564.197551224 3911739.613776422)""}",,0,,,,0.735586165,0.169207059,,,,,
1261,,POINT(-9909430.99391424 3917229.9830527436),33.1650338,-89.0179332,"Winston County, Mississippi",,,,0,,-9909430.994,3917229.983,0.745093349,0.879639843,,,,,
1262,,POINT(-9913564.197551224 3911739.613776422),33.1237377,-89.0550624,"Louisville, Mississippi",,,,0,,-9913564.198,3911739.614,0.20275892,0.678925689,,,,,
1263,jp_cite_00241,,,,,,"""POINT(-13656283.462121425 5704246.256234153)"",""POINT(-13707726.480859397 5708044.358392506)"",""POINT(-13718961.756688515 5649461.00219821)""}",,0,,,,0.479754244,0.609947028,,,,,
1264,,POINT(-13656283.462121425 5704246.256234153),45.5230622,-122.6764816,"Portland, Oregon",,,,0,,-13656283.46,5704246.256,0.019607607,0.041636138,,,,,
1265,,POINT(-13707726.480859397 5708044.358392506),45.5469616,-123.1386021,"Washington County, Oregon",,,,0,,-13707726.48,5708044.358,0.976427499,0.525901986,,,,,
1266,,POINT(-13718961.756688515 5649461.00219821),45.1771983,-123.2395303,"Yamhill County, Oregon",,,,0,,-13718961.76,5649461.002,0.873980844,0.732247171,,,,,
1267,jp_cite_00242,,,,,,"""POINT(963046.3882483265 6424280.482971048)"",""POINT(1279939.2041591578 6239379.179002355)"",""POINT(-10520399.536502874 5067645.7573955925)"",""POINT(-13656283.462121425 5704246.256234153)""}",,0,,,,0.712175109,0.132465595,,,,,
1268,,POINT(963046.3882483265 6424280.482971048),49.8728253,8.6511929,"Hesse-Darmstadt, Germany",,,,0,,963046.3882,6424280.483,0.63892062,0.30321306,,,,,
1269,,POINT(1279939.2041591578 6239379.179002355),48.7904472,11.4978895,Bavaria,,,,0,,1279939.204,6239379.179,0.789737837,0.295145291,,,,,
1270,,POINT(-10520399.536502874 5067645.7573955925),41.3738765,-94.506357,Prussia,,,,0,,-10520399.54,5067645.757,0.094530394,0.135334212,,,,,
1271,,POINT(-13656283.462121425 5704246.256234153),45.5230622,-122.6764816,"Portland, Oregon",,,,0,,-13656283.46,5704246.256,0.612433987,0.964818234,,,,,
1272,jp_cite_00243,,,,,,POINT(2471585.988729019 -3975313.990861327),,0,,,,0.861901722,0.869007314,,,,,
1273,,POINT(2471585.988729019 -3975313.990861327),-33.6007225,22.2026347,"Oudtshoorn, South Africa",,,,0,,2471585.989,-3975313.991,0.54230424,0.061446747,,,,,
1274,jp_cite_00244,,,,,,"""POINT(11724030.287269026 8747149.047572464)"",""POINT(-8256768.230585575 5000072.319746392)"",""POINT(-8251944.244980517 4991237.611021388)"",""POINT(1884101.0942202886 6873939.257412578)"",""POINT(-8238303.700046114 4970069.184605361)"",""POINT(-13627666.994773194 4547679.508348532)"",""POINT(-13535487.688184155 4742567.018768814)"",""POINT(2579143.504107656 7007542.424446711)"",""POINT(2165830.1535369484 6756711.00826549)"",""POINT(2339070.5989902075 6841760.761364922)""}",,0,,,,0.466053564,0.138222601,,,,,
1275,,POINT(11724030.287269026 8747149.047572464),61.52401,105.318756,Russia,,,,0,,11724030.29,8747149.048,0.331210454,0.03559491,,,,,
1276,,POINT(-8256768.230585575 5000072.319746392),40.9167654,-74.171811,"Paterson, New Jersey",,,,0,,-8256768.231,5000072.32,0.867123924,0.01359518,,,,,
1277,,POINT(-8251944.244980517 4991237.611021388),40.8567662,-74.1284764,"Passaic, New Jersey",,,,0,,-8251944.245,4991237.611,0.787655268,0.022129897,,,,,
1278,,POINT(1884101.0942202886 6873939.257412578),52.406374,16.9251681,"Poznan, Poland",,,,0,,1884101.094,6873939.257,0.027984491,0.154361916,,,,,
1279,,POINT(-8238303.700046114 4970069.184605361),40.7127837,-74.0059413,"New York, New York",,,,0,,-8238303.7,4970069.185,0.718688407,0.0750851,,,,,
1280,,POINT(-13627666.994773194 4547679.508348532),37.7749295,-122.4194155,"San Francisco, California",,,,0,,-13627666.99,4547679.508,0.854335056,0.556939889,,,,,
1281,,POINT(-13535487.688184155 4742567.018768814),39.1457253,-121.5913547,"Marysville, California",,,,0,,-13535487.69,4742567.019,0.185004796,0.517326557,,,,,
1282,,POINT(2579143.504107656 7007542.424446711),53.1324886,23.1688403,"Bialystock, Poland",,,,0,,2579143.504,7007542.424,0.179602184,0.024869313,,,,,
1283,,POINT(2165830.1535369484 6756711.00826549),51.7592485,19.4559833,"Lodz, Poland",,,,0,,2165830.154,6756711.008,0.170521964,0.478697425,,,,,
1284,,POINT(2339070.5989902075 6841760.761364922),52.2296756,21.0122287,"Warsaw, Poland",,,,0,,2339070.599,6841760.761,0.028679094,0.401662635,,,,,
1285,jp_cite_00245,,,,,,"""POINT(1163458.5521707046 6650655.040248428)"",""POINT(11724030.287269026 8747149.047572464)""}",,0,,,,0.13744213,0.245957258,,,,,
1286,,POINT(1163458.5521707046 6650655.040248428),51.165691,10.451526,Germany,,,,0,,1163458.552,6650655.04,0.521600775,0.402914825,,,,,
1287,,POINT(11724030.287269026 8747149.047572464),61.52401,105.318756,Russia,,,,0,,11724030.29,8747149.048,0.222859654,0.334509793,,,,,
1288,jp_cite_00246,,,,,,"""POINT(2779287.009570991 5771245.40362821)"",""POINT(828397.8053716389 6159952.749614191)"",""POINT(-10039327.158486487 3802591.371056249)"",""POINT(-10026717.109210163 3497261.357386173)"",""POINT(-8639608.304701881 5336514.46167642)"",""POINT(-10033482.70710947 3819687.124837453)"",""POINT(-10222672.931277724 4191236.7119106073)""}",,0,,,,0.11185186,0.087717191,,,,,
1289,,POINT(2779287.009570991 5771245.40362821),45.943161,24.96676,Romania,,,,0,,2779287.01,5771245.404,0.124288694,0.408495087,,,,,
1290,,POINT(828397.8053716389 6159952.749614191),48.3181795,7.4416241,"Alsace, France",,,,0,,828397.8054,6159952.75,0.657615203,0.233333612,,,,,
1291,,POINT(-10039327.158486487 3802591.371056249),32.2987573,-90.1848103,"Jackson, Mississippi",,,,0,,-10039327.16,3802591.371,0.696589929,0.055775544,,,,,
1292,,POINT(-10026717.109210163 3497261.357386173),29.9510658,-90.0715323,"New Orleans, Louisiana",,,,0,,-10026717.11,3497261.357,0.200483194,0.746039353,,,,,
1293,,POINT(-8639608.304701881 5336514.46167642),43.16103,-77.6109219,"Rochester, New York",,,,0,,-8639608.305,5336514.462,0.383999457,0.535286266,,,,,
1294,,POINT(-10033482.70710947 3819687.124837453),32.4284761,-90.1323087,"Ridgeland, Mississippi",,,,0,,-10033482.71,3819687.125,0.3257514,0.496154634,,,,,
1295,,POINT(-10222672.931277724 4191236.7119106073),35.20105,-91.8318334,Arkansas,,,,0,,-10222672.93,4191236.712,0.684581592,0.753197559,,,,,
1296,jp_cite_00247,,,,,,POINT(-9244611.024272704 5210755.6179826),,0,,,,0.822991527,0.823769576,,,,,
1297,,POINT(-9244611.024272704 5210755.6179826),42.331427,-83.0457538,"Detroit, Michigan",,,,0,,-9244611.024,5210755.618,0.399977005,0.380272475,,,,,
1298,jp_cite_00248,,,,,,"""POINT(-13627666.994773194 4547679.508348532)"",""POINT(-13524694.695823846 4661911.338147049)""}",,0,,,,0.021566617,0.37082748,,,,,
1299,,POINT(-13627666.994773194 4547679.508348532),37.7749295,-122.4194155,"San Francisco, California",,,,0,,-13627666.99,4547679.508,0.406129051,0.764331207,,,,,
1300,,POINT(-13524694.695823846 4661911.338147049),38.5815719,-121.4943996,"Sacramento, California",,,,0,,-13524694.7,4661911.338,0.161619001,0.959616085,,,,,
1301,jp_cite_00249,,,,,,POINT(17063687.90428681 -3353769.94643226),,0,,,,0.802261003,0.220350026,,,,,
1302,,POINT(17063687.90428681 -3353769.94643226),-28.8279803,153.2857165,"Lismore, Austrlia",,,,0,,17063687.9,-3353769.946,0.125779489,0.19845693,,,,,
1303,jp_cite_00250,,,,,,"""POINT(3409736.1958789607 5991434.556074717)"",""POINT(-8238303.700046114 4970069.184605361)""}",,0,,,,0.759838175,0.364195553,,,,,
1304,,POINT(3409736.1958789607 5991434.556074717),47.3015512,30.6301814,"Lukashivka, Ukraine",,,,0,,3409736.196,5991434.556,0.511123914,0.486121219,,,,,
1305,,POINT(-8238303.700046114 4970069.184605361),40.7127837,-74.0059413,"New York, New York",,,,0,,-8238303.7,4970069.185,0.548522693,0.53202836,,,,,
1306,jp_cite_00251,,,,,,POINT(-6236984.272967834 436635.6883089352),,0,,,,0.469521495,0.839522675,,,,,
1307,,POINT(-6236984.272967834 436635.6883089352),3.919305,-56.027783,Suriname,,,,0,,-6236984.273,436635.6883,0.244281202,0.89060516,,,,,
1308,jp_cite_00252,,,,,,"""POINT(1163458.5521707046 6650655.040248428)"",""POINT(-10520399.536502874 5067645.7573955925)"",""POINT(11724030.287269026 8747149.047572464)"",""POINT(2131226.7903913013 6785571.89784786)""}",,0,,,,0.835468552,0.269947575,,,,,
1309,,POINT(1163458.5521707046 6650655.040248428),51.165691,10.451526,Germany,,,,0,,1163458.552,6650655.04,0.114792808,0.083066767,,,,,
1310,,POINT(-10520399.536502874 5067645.7573955925),41.3738765,-94.506357,Prussia,,,,0,,-10520399.54,5067645.757,0.168477321,0.090025482,,,,,
1311,,POINT(11724030.287269026 8747149.047572464),61.52401,105.318756,Russia,,,,0,,11724030.29,8747149.048,0.952655299,0.884627754,,,,,
1312,,POINT(2131226.7903913013 6785571.89784786),51.919438,19.145136,Poland,,,,0,,2131226.79,6785571.898,0.266896885,0.440139983,,,,,
1313,jp_cite_00253,,,,,,"""POINT(1918760.0725835285 7121739.57632055)"",""POINT(-8238303.700046114 4970069.184605361)"",""POINT(-8256830.090826602 4973428.972454823)"",""POINT(-13627666.994773194 4547679.508348532)"",""POINT(-13489257.104414312 4675646.397417675)"",""POINT(-10044225.09362927 4664493.659845182)"",""POINT(-13467890.697389252 4819854.998084113)"",""POINT(-13431713.065136978 4637984.239705577)"",""POINT(-13450477.65736383 4802137.845131034)"",""POINT(-13573041.1959466 4962827.2248569)"",""POINT(-13535487.688184155 4742567.018768814)"",""POINT(2131226.7903913013 6785571.89784786)"",""POINT(-7896359.579326497 5106641.055538821)"",""POINT(1620011.5766969377 7062663.692148698)""}",,0,,,,0.288444721,0.930042199,,,,,
1314,,POINT(1918760.0725835285 7121739.57632055),53.743566,17.236515,"Dobryzn, Pomeranian Voivodeship, Poland",,,,0,,1918760.073,7121739.576,0.693287639,0.629978357,,,,,
1315,,POINT(-8238303.700046114 4970069.184605361),40.7127837,-74.0059413,"New York, New York",,,,0,,-8238303.7,4970069.185,0.486133695,0.211559587,,,,,
1316,,POINT(-8256830.090826602 4973428.972454823),40.735657,-74.1723667,"Newark, New Jersey",,,,0,,-8256830.091,4973428.972,0.469866445,0.55204063,,,,,
